rank,personName,age,finalWorth,category,source,country,state,city,organization,selfMade,gender,birthDate,title
1513,Jennifer Pritzker,71,2000,Finance & Investments,hotels- investments,United States,Illinois,Chicago,Tawani Enterprises,FALSE,F,8/13/1950,CEO
1513,Linda Pritzker,68,2000,Service,hotels- investments,United States,Montana,Missoula,,FALSE,F,9/14/1953,
1513,P.V. Ramprasad Reddy,64,2000,Healthcare,pharmaceuticals,India,,Hyderabad,,TRUE,M,3/30/1958,
1513,Joe Rogers- Jr.,75,2000,Food & Beverage,Waffle House,United States,Georgia,Atlanta,,FALSE,M,12/02/1946,
1513,Ruan Shuilong & family,86,2000,Manufacturing,chemicals,China,,Shangyu,,TRUE,M,12/01/1935,
1513,Phil Ruffin,87,2000,Diversified,casinos- real estate,United States,Nevada,Las Vegas,,TRUE,M,3/17/1935,
1513,Vinod Saraf,69,2000,Manufacturing,chemicals,India,,Mumbai,,TRUE,M,6/16/1952,
1513,Maria-Elisabeth Schaeffler-Thumann,80,2000,Automotive,auto parts,Germany,,Herzogenaurach,,FALSE,F,8/17/1941,
1513,Genhuo Shao,56,2000,Food & Beverage,agribusiness,China,,Beijing,,TRUE,M,7/29/1965,Entrepreneur
1513,Shen Xiqiang & family,74,2000,Energy,chemical,China,,Yixing,,TRUE,M,03/02/1948,
1513,Shi Wen-long,94,2000,Manufacturing,plastics,Taiwan,,Tainan,,TRUE,M,02/01/1928,
1513,Thaksin Shinawatra,72,2000,Finance & Investments,investments,United Arab Emirates,,Dubai,,TRUE,M,7/26/1949,
1513,Alexander Skorobogatko,54,2000,Logistics,real estate- airport,Russia,,Moscow,,TRUE,M,9/25/1967,
1513,Sylvia Stroeher,66,2000,Fashion & Retail,cosmetics,Germany,,Darmstadt,,FALSE,F,5/30/1955,
1513,Wichai Thongtang,75,2000,Finance & Investments,investments,Thailand,,Bangkok,,TRUE,M,01/01/1947,
1513,Todd Wagner,61,2000,Media & Entertainment,online media,United States,Texas,Dallas,,TRUE,M,08/02/1960,
1513,Wang Jianguo,62,2000,Fashion & Retail,retail,China,,Nanjing,,TRUE,M,01/01/1960,
1513,Shuifu Wang,67,2000,Manufacturing,Manufacturing,China,,Hangzhou,,TRUE,M,02/10/1955,
1513,Wenbiao Wang,65,2000,Manufacturing,natural gas- fertilizers,China,,Beijing,,TRUE,M,01/01/1957,
1513,Kanye West,44,2000,Fashion & Retail,music- sneakers,United States,California,Los Angeles,Musician,TRUE,M,06/08/1977,
1513,Evan Williams,50,2000,Technology,Twitter,United States,California,San Francisco,Twitter,TRUE,M,3/31/1972,Entrepreneur
1513,Zhongyi Wu,48,2000,Technology,electronics,China,,Xiamen,,TRUE,M,10/28/1973,
1513,Zhihan Xu,49,2000,Technology,electronics,China,,Wuxi,,TRUE,M,11/30/1972,
1513,Yan Zhi,49,2000,Real Estate,real estate,China,,Wuhan,,TRUE,M,07/01/1972,
1513,Michael Ying,72,2000,Fashion & Retail,retail,Hong Kong,,Hong Kong,,TRUE,M,12/01/1949,
1513,Yuan Liping,51,2000,Healthcare,pharmaceuticals,China,,Shenzhen,,FALSE,F,01/01/1971,
1579,Anu Aga,79,1900,Construction & Engineering,engineering,India,,Pune,,FALSE,F,08/01/1942,
1579,Joy Alukkas,65,1900,Fashion & Retail,jewelry,India,,Cochin,,FALSE,M,09/04/1956,
1579,Sezai Bacaksiz,72,1900,Diversified,diversified,Turkey,,Ankara,,TRUE,M,7/27/1949,
1579,Baokun Bai,52,1900,Manufacturing,hardware,China,,Dongguan,,TRUE,M,,
1579,Acharya Balkrishna,49,1900,Food & Beverage,consumer goods,India,,Haridwar,,TRUE,M,7/25/1972,
1579,Kiki Barki,82,1900,Energy,coal,Indonesia,,Jakarta,,TRUE,M,11/25/1939,
1579,John Bloor,78,1900,Diversified,real estate- manufacturing,United Kingdom,,Aberdyfi,,TRUE,M,6/16/1943,
1579,Nicola Bulgari,81,1900,Fashion & Retail,luxury goods,Italy,,Rome,,FALSE,M,1/16/1941,
1579,Alejandro Bulgheroni,77,1900,Energy,oil & gas,Uruguay,,Manantiales,,FALSE,M,11/01/1944,
1579,Chen Kaichen,,1900,Manufacturing,household chemicals,China,,Guangzhou,,TRUE,M,,
1579,Fernando Chico Pardo,70,1900,Service,airport management,Mexico,,Mexico City,,TRUE,M,2/15/1952,
1579,Jose Luis Cutrale,75,1900,Food & Beverage,orange juice,Brazil,,Sao Paulo,,FALSE,M,9/17/1946,
1579,D. Leopoldo Del Pino,59,1900,Construction & Engineering,construction,Spain,,Madrid,,FALSE,M,7/30/1962,
1579,James Dinan,62,1900,Finance & Investments,hedge funds,United States,New York,North Salem,York Capital Management,TRUE,M,5/22/1959,Founder
1579,Francois Feuillet & family,73,1900,Automotive,motorhomes- RVs,France,,Paris,,FALSE,M,01/01/1949,
1579,Guangming Fu & family,68,1900,Food & Beverage,poultry,China,,Nanping,,TRUE,M,10/02/1953,
1579,Mario Gabelli,80,1900,Finance & Investments,money management,United States,Connecticut,Greenwich,,TRUE,M,3/31/1942,
1579,Reinold Geiger,74,1900,Fashion & Retail,beauty products,Switzerland,,Geneva,,TRUE,M,07/10/1947,
1579,He Zhenggang,68,1900,Manufacturing,chemicals,China,,Leshan,,TRUE,M,3/25/1954,
1579,Roberto Hernandez Ramirez,80,1900,Finance & Investments,banking- investments,Mexico,,Mexico City,,TRUE,M,3/24/1942,
1579,Hoi Kin Hong,69,1900,Real Estate,real estate,China,,Shanghai,,TRUE,M,09/01/1952,
1579,Huang Qiaoling,63,1900,Media & Entertainment,amusement parks,China,,Hangzhou,,TRUE,M,11/15/1958,
1579,Willis Johnson,74,1900,Automotive,damaged cars,United States,Tennessee,Franklin,,TRUE,M,5/26/1947,
1579,Keeree Kanjanapas,71,1900,Real Estate,transportation,Thailand,,Bangkok,,TRUE,M,10/18/1950,
1579,Kim Dae-il,42,1900,Technology,mobile gaming,South Korea,,Anyang,,TRUE,M,1/26/1980,
1579,Kim Hyoung-nyon,46,1900,Finance & Investments,fintech,South Korea,,,,TRUE,M,01/01/1976,
1579,Andrei Kozitsyn,61,1900,Metals & Mining,metals,Russia,,Verkhniaya Pyshma,,TRUE,M,06/09/1960,
1579,Thomas Kwok,70,1900,Real Estate,real estate,Hong Kong,,Hong Kong,,FALSE,M,10/06/1951,
1579,Lei Jufang,69,1900,Healthcare,pharmaceuticals,China,,Lanzhou,,TRUE,F,01/03/1953,
1579,David Lichtenstein,60,1900,Real Estate,real estate,United States,New York,Monsey,,TRUE,M,11/21/1961,
1579,Lin Dingqiang & family,55,1900,Real Estate,real estate,China,,Beijing,,TRUE,M,10/01/1966,
1579,Mikhail Lomtadze,46,1900,Finance & Investments,fintech,Kazakhstan,,Almaty,,TRUE,M,10/17/1975,
1579,Melissa Ma,,1900,Technology,Internet search,China,,Beijing,,TRUE,F,,
1579,Yusaku Maezawa,46,1900,Technology,online retail,Japan,,Chiba,,TRUE,M,11/22/1975,
1579,Katarina Martinson,40,1900,Diversified,investments,Sweden,,Stockholm,,FALSE,F,05/04/1981,
1579,Shouliang Miao,67,1900,Real Estate,real estate,China,,Shenzhen,,TRUE,M,01/01/1955,
1579,Romano Minozzi,87,1900,Diversified,utilities- diversified,Italy,,Spilamberto,,TRUE,M,03/06/1935,
1579,Pedro Moreira Salles,62,1900,Diversified,banking- minerals,Brazil,,Sao Paulo,,FALSE,M,10/20/1959,
1579,Alexander Nesis,59,1900,Finance & Investments,metals- banking- fertilizers,Russia,,Moscow,,TRUE,M,12/19/1962,
1579,Nguyen Dang Quang,58,1900,Food & Beverage,consumer products- banking,Vietnam,,Ho Chi Minh City,,TRUE,M,8/23/1963,
1579,Oei Hong Leong,74,1900,Finance & Investments,investments,Singapore,,Singapore,,FALSE,M,3/21/1948,
1579,Nihat Ozdemir,72,1900,Diversified,diversified,Turkey,,Ankara,,TRUE,M,04/05/1950,
1579,Gretel Packer,56,1900,Media & Entertainment,casinos,Australia,,Sydney,,FALSE,F,04/01/1966,
1579,Benjamin Zhengmin Pan & family,52,1900,Technology,electronics,China,,Shenzhen,,TRUE,M,12/01/1969,
1579,Victor Pinchuk,61,1900,Metals & Mining,steel pipes- diversified,Ukraine,,Kiev,,TRUE,M,12/14/1960,
1579,Alexander Ponomarenko,57,1900,Logistics,real estate- airport,Russia,,Moscow,,TRUE,M,10/27/1964,
1579,Qi Jinxing,60,1900,Real Estate,real estate,China,,Hangzhou,,TRUE,M,3/28/1962,
1579,Larry Robbins,52,1900,Finance & Investments,hedge funds,United States,New Jersey,Alpine,Glenview Capital Management,TRUE,M,10/21/1969,Investor
1579,Dwight Schar,80,1900,Construction & Engineering,homebuilding- NFL team,United States,Florida,Palm Beach,,TRUE,M,02/08/1942,
1579,Shi Yifeng,48,1900,Healthcare,medical cosmetics,China,,Beijing,,TRUE,M,01/01/1974,
1579,Sun Hongjun,48,1900,Technology,semiconductors,China,,Shanghai,,TRUE,M,07/01/1973,
1579,Anand Surana,51,1900,Healthcare,pharmaceuticals,India,,Bangalore,,FALSE,M,3/24/1971,
1579,Dilip Surana,56,1900,Healthcare,pharmaceuticals,India,,Bangalore,,FALSE,M,1/18/1966,
1579,Djoko Susanto,72,1900,Fashion & Retail,supermarkets,Indonesia,,Jakarta,,TRUE,M,02/09/1950,
1579,Sze Man Bok,72,1900,Manufacturing,hygiene products,China,,Jinjiang,,TRUE,M,01/01/1950,
1579,Alain Taravella,74,1900,Real Estate,real estate development,France,,Paris,,TRUE,M,01/01/1948,
1579,Martin Viessmann,68,1900,Manufacturing,heating and cooling equipment,Germany,,Allendorf,,FALSE,M,10/10/1953,
1579,Georg von Opel,55,1900,Finance & Investments,real estate- investments,United Kingdom,,London,,FALSE,M,05/04/1966,
1579,Changtian Wang,56,1900,Media & Entertainment,TV- movie production,China,,Beijing,,TRUE,M,4/26/1965,
1579,Wang Chaobin,66,1900,Real Estate,real estate,China,,Zhengzhou,,TRUE,M,01/01/1956,
1579,Wang Chou-hsiong,81,1900,Manufacturing,footwear,Taiwan,,Yunlin,,TRUE,M,01/01/1941,
1579,Wang Xiaoshen,53,1900,Manufacturing,lithium,China,,Urumchi,,TRUE,M,10/01/1968,
1579,Wei Yin-Heng,63,1900,Food & Beverage,food- beverages,China,,Shanghai,,TRUE,M,01/01/1959,
1579,Xue Xiangdong & family,63,1900,Technology,software,China,,Beijing,,TRUE,M,02/10/1959,
1579,Yuan Fugen & family,71,1900,Manufacturing,metal processing,China,,Suzhou,,TRUE,M,11/15/1950,
1579,David Zalik,48,1900,Technology,financial technology,United States,Georgia,Atlanta,GreenSky,TRUE,M,02/02/1974,CEO
1645,Leslie Alexander,78,1800,Sports,sports team,United States,Texas,Houston,,TRUE,M,6/30/1943,
1645,Igor Altushkin,51,1800,Metals & Mining,metals,Russia,,Yekaterinburg,,TRUE,M,09/10/1970,
1645,Roberto Angelini Rossi,73,1800,Diversified,forestry- mining,Chile,,Santiago,,FALSE,M,7/30/1948,
1645,Nigel Austin,51,1800,Fashion & Retail,retail,Australia,,Melbourne,,TRUE,M,9/25/1970,
1645,Bang Jun-hyuk,53,1800,Media & Entertainment,online gaming,South Korea,,Seoul,,TRUE,M,06/01/1968,
1645,O. Francis Biondi,57,1800,Finance & Investments,hedge funds,United States,New York,New York,,TRUE,M,07/04/1964,
1645,Chang Byung-gyu,48,1800,Technology,online games,South Korea,,Seoul,,TRUE,M,4/25/1973,
1645,Chang Kuo-Ming,,1800,Logistics,Transportation,Taiwan,,Taipei,,FALSE,M,,
1645,Chen Gang,54,1800,Energy,solar energy,China,,Guangzhou,,TRUE,M,01/01/1968,
1645,Liying Chen,46,1800,Logistics,package delivery,China,,Shanghai,,TRUE,F,10/30/1975,
1645,Chen Xueli,70,1800,Healthcare,pharmaceuticals,China,,Weihai,,TRUE,M,10/01/1951,
1645,Chi Yufeng,51,1800,Technology,software,China,,Beijing,,FALSE,M,01/01/1971,
1645,Mark Coombs,61,1800,Finance & Investments,finance,United Kingdom,,London,,TRUE,M,01/01/1961,
1645,Tench Coxe,64,1800,Finance & Investments,venture capital,United States,California,Palo Alto,,TRUE,M,1/14/1958,
1645,John de Mol,67,1800,Media & Entertainment,TV programs,Netherlands,,Blaricum,,TRUE,M,3/24/1955,
1645,Alfredo Egydio Arruda Villela Filho,52,1800,Finance & Investments,banking,Brazil,,Sao Paulo,,FALSE,M,11/18/1969,
1645,Ibrahim Erdemoglu,59,1800,Manufacturing,carpet,Turkey,,Istanbul,,TRUE,M,9/26/1962,
1645,Philip Fayer,,1800,Finance & Investments,online payments,,,,,TRUE,M,,
1645,Paul Foster,64,1800,Energy,oil refining,United States,Texas,El Paso,Western Refining,TRUE,M,10/08/1957,Chairman
1645,James France,77,1800,Sports,Nascar- racing,United States,Florida,Daytona Beach,,FALSE,M,10/24/1944,
1645,Yasuhiro Fukushima,74,1800,Media & Entertainment,video games,Japan,,Tokyo,,TRUE,M,8/18/1947,
1645,Zhongru Gan,73,1800,Healthcare,pharmaceuticals,China,,Beijing,,TRUE,M,07/01/1948,
1645,Rahul Gautam,69,1800,Fashion & Retail,mattresses,India,,Delhi,,FALSE,M,11/18/1952,
1645,Ali Ghodsi,43,1800,Technology,data analytics,United States,California,San Francisco,,TRUE,M,12/08/1978,
1645,Giammaria Giuliani,44,1800,Healthcare,pharmaceuticals,Switzerland,,Montagnola,,FALSE,M,2/20/1978,
1645,Christopher Goldsbury,79,1800,Food & Beverage,salsa,United States,Texas,San Antonio,Silver Ventures,FALSE,M,01/01/1943,Chief Executive Officer
1645,Alexandre Grendene Bartelle,72,1800,Fashion & Retail,shoes,Brazil,,Porto Alegre,,TRUE,M,1/23/1950,
1645,Surjit Kumar Gupta,80,1800,Manufacturing,electrical equipment,India,,Delhi,,FALSE,M,1/13/1942,
1645,Brian Higgins,57,1800,Finance & Investments,hedge funds,United States,New York,New York,King Street Capital Management,TRUE,M,02/08/1965,Investor
1645,David Hindawi,77,1800,Technology,software,United States,Washington,Seattle,Tanium,TRUE,M,12/08/1944,Executive Chairman
1645,Chengzhong Hu,61,1800,Manufacturing,manufacturing,China,,Wenzhou,,TRUE,M,03/01/1961,
1645,Huang Min,48,1800,Manufacturing,machinery,China,,Suzhou,,TRUE,M,07/01/1973,
1645,Stanley Hubbard,88,1800,Media & Entertainment,DirecTV,United States,Minnesota,St. Paul,Hubbard Broadcasting- Inc.,FALSE,M,5/28/1933,Chairman and CEO
1645,Hui Lin Chit,68,1800,Manufacturing,hygiene products,China,,Jinjiang,,TRUE,M,6/16/1953,
1645,Hal Jackman,89,1800,Finance & Investments,insurance- investments,Canada,,Toronto,,TRUE,M,06/10/1932,
1645,Stephen Jarislowsky,96,1800,Finance & Investments,money management,Canada,,Montreal,Jarislowsky & Fraser,TRUE,M,09/09/1925,Cofounder and Chairman
1645,Mark & Robyn Jones,,1800,Finance & Investments,insurance,United States,Texas,Fort Worth,,TRUE,,,
1645,George Joseph,100,1800,Finance & Investments,insurance,United States,California,Los Angeles,,TRUE,M,09/11/1921,
1645,Kim Kardashian,41,1800,Fashion & Retail,cosmetics- reality TV,United States,California,Hidden Hills,,TRUE,F,10/21/1980,Personality
1645,Dominika Kulczyk,44,1800,Finance & Investments,diversified,Poland,,Warsaw,,FALSE,F,7/30/1977,
1645,Edward Lampert,59,1800,Finance & Investments,Sears,United States,Florida,Miami Beach,ESL Investments Inc.,TRUE,M,7/19/1962,Founder
1645,Marc Lasry,61,1800,Finance & Investments,hedge funds,United States,New York,New York,Avenue Capital Group,TRUE,M,9/23/1960,Founder
1645,Michiel Le Roux,72,1800,Finance & Investments,banking,South Africa,,Stellenbosch,,TRUE,M,5/20/1949,
1645,Peter Leibinger,55,1800,Manufacturing,machine tools,Germany,,Schwieberdingen,,FALSE,M,01/01/1967,
1645,Regine Leibinger,59,1800,Manufacturing,machine tools,Germany,,Berlin,,FALSE,F,01/01/1963,
1645,Nicola Leibinger-Kammueller,62,1800,Manufacturing,manufacturing,Germany,,Berlin,,FALSE,F,12/15/1959,
1645,Wolfgang Leitner,69,1800,Construction & Engineering,engineering,Austria,,Graz,,TRUE,M,3/27/1953,
1645,Liu Zhongtian & family,58,1800,Manufacturing,aluminum products,China,,Liaoyang,,TRUE,M,02/01/1964,
1645,Bill Malhotra,72,1800,Real Estate,real estate,Canada,,Ottawa,,TRUE,M,09/08/1949,
1645,Charlwin Mao,,1800,Fashion & Retail,e-commerce,China,,Shanghai,,TRUE,M,,
1645,George Marcus,80,1800,Real Estate,real estate,United States,California,Los Altos Hills,,TRUE,M,8/15/1941,
1645,Yves-Loic Martin,56,1800,Healthcare,laboratory services,France,,Nantes,,TRUE,M,01/01/1966,
1645,Gary Michelson,73,1800,Healthcare,medical patents,United States,California,Los Angeles,,TRUE,M,1/14/1949,
1645,Robert G. Miller,76,1800,Technology,electronics components,Canada,,Montreal,Future Electronics,TRUE,M,07/03/1945,President and CEO
1645,Fernando Roberto Moreira Salles,75,1800,Diversified,banking- minerals,Brazil,,Sao Paulo,,FALSE,M,5/29/1946,
1645,Joao Moreira Salles,60,1800,Diversified,banking- minerals,Brazil,,Rio de Janeiro,,FALSE,M,01/01/1962,
1645,Walther Moreira Salles Junior,65,1800,Finance & Investments,banking- minerals,Brazil,,Rio de Janeiro,,FALSE,M,04/12/1956,
1645,Zugen Ni,65,1800,Manufacturing,appliances,China,,Suzhou,,TRUE,M,1/18/1957,
1645,Liora Ofer,68,1800,Finance & Investments,investments,Israel,,Tel Aviv,,FALSE,F,12/22/1953,
1645,Mrudula Parekh,74,1800,Manufacturing,adhesives,India,,Mumbai,,FALSE,F,01/01/1948,
1645,David Paul,55,1800,Healthcare,medical devices,United States,Pennsylvania,Audubon,Globus Medical- Inc.,TRUE,M,12/25/1966,Founder and Executive Chairman
1645,Pierre Karl Péladeau,60,1800,Media & Entertainment,media,Canada,,Montreal,,FALSE,M,10/16/1961,
1645,Miranda Qu,37,1800,Fashion & Retail,e-commerce,China,,Shanghai,,TRUE,F,01/01/1985,
1645,Phillip T. (Terry) Ragon,72,1800,Technology,health IT,United States,Massachusetts,Boston,,TRUE,M,06/01/1949,
1645,G. Rajendran,79,1800,Fashion & Retail,jewellery,India,,Chennai,,TRUE,M,10/05/1942,
1645,Krit Ratanarak,75,1800,Media & Entertainment,media- real estate,Thailand,,Bangkok,,FALSE,M,4/19/1946,
1645,Jerry Reinsdorf,86,1800,Sports,sports teams,United States,Illinois,Chicago,,TRUE,M,2/25/1936,
1645,Mochtar Riady & family,92,1800,Diversified,diversified,Indonesia,,Jakarta,,TRUE,M,05/12/1929,
1645,Rajju Shroff,88,1800,Manufacturing,agrochemicals,India,,Mumbai,,TRUE,M,10/20/1933,
1645,Frank Slootman,63,1800,Technology,software,United States,California,Pleasanton,,TRUE,M,10/03/1958,
1645,Henry Swieca,64,1800,Finance & Investments,hedge funds,United States,New York,New York,Talpion Fund Management,TRUE,M,05/09/1957,Founder
1645,Yuequn Tao,62,1800,Fashion & Retail,Contact Lens,China,,Hefei,,TRUE,M,01/01/1960,
1645,Robert Toennies,43,1800,Food & Beverage,meat processing,Germany,,Rheda-Wiedenbrück,,FALSE,M,5/29/1978,
1645,Torbjorn Tornqvist,68,1800,Energy,oil trading,Switzerland,,Geneva,,TRUE,M,11/08/1953,
1645,Zhenghua Wang,77,1800,Service,budget airline,China,,Shanghai,,TRUE,M,4/25/1944,
1645,Charlotte Colket Weber,79,1800,Food & Beverage,Campbell Soup,United States,Florida,Hobe Sound,Campbell Soup,FALSE,F,11/19/1942,Director
1645,Wu Lanlan & family,48,1800,Manufacturing,packaging,China,,Shenzhen,,TRUE,F,01/01/1974,
1645,Wu Yulan,52,1800,Healthcare,pharmaceuticals,China,,Lianyungang,,TRUE,F,8/26/1969,
1645,Elaine Wynn,79,1800,Gambling & Casinos,casinos- hotels,United States,Nevada,Las Vegas,Wynn Las Vegas- LLC,TRUE,F,4/28/1942,Board Member
1645,Xu Shijun & family,59,1800,Manufacturing,manufacturing,China,,Nantong,,TRUE,M,03/01/1963,
1645,Xu Xudong & family,52,1800,Automotive,auto parts,China,,Ningbo,,TRUE,M,03/01/1970,
1645,Yang Xuegang,57,1800,Manufacturing,coking,China,,Beijing,,TRUE,M,02/01/1965,
1645,Zhang Chuanwei & family,59,1800,Manufacturing,machinery,China,,Zhongshan,,TRUE,M,6/15/1962,
1645,Xuexin Zhang & family,74,1800,Metals & Mining,aluminum,China,,Liaocheng,,TRUE,M,07/01/1947,
1729,Noubar Afeyan,59,1700,Healthcare,biotech,United States,Massachusetts,Lexington,,TRUE,M,7/25/1962,
1729,Farkhad Akhmedov,66,1700,Energy,investments,Russia,,Moscow,,TRUE,M,9/15/1955,
1729,Marc Andreessen,50,1700,Finance & Investments,venture capital investing,United States,California,Atherton,Andreessen Horowitz,TRUE,M,07/09/1971,Investor
1729,John Bicket,42,1700,Technology,sensor systems,United States,California,San Francisco,,TRUE,M,3/20/1980,Entrepreneur
1729,Zadik Bino & family,78,1700,Diversified,banking- oil,Israel,,Tel Aviv,,TRUE,M,01/01/1944,
1729,Alex Birkenstock,53,1700,Fashion & Retail,shoes,,,,,FALSE,M,11/18/1968,
1729,Christian Birkenstock,49,1700,Fashion & Retail,shoes,Austria,,Kitzbuhel,,FALSE,M,9/21/1972,
1729,Sanjit Biswas,40,1700,Technology,sensor systems,United States,California,San Francisco,,TRUE,M,01/12/1982,Entrepreneur
1729,David Booth,76,1700,Finance & Investments,mutual funds,United States,Texas,Austin,Dimensional Fund Advisors,TRUE,M,01/01/1946,Chairman and CEO
1729,Josef Boquoi & family,88,1700,Food & Beverage,frozen foods,Germany,,Straelen,,TRUE,M,01/01/1934,
1729,Saket Burman,45,1700,Food & Beverage,consumer goods,United Arab Emirates,,Dubai,,FALSE,M,03/10/1977,
1729,Mingtong Cai,70,1700,Technology,electronic components,China,,Quanzhou,,TRUE,M,2/15/1952,
1729,Chen Yung-tai,86,1700,Real Estate,real estate,Taiwan,,Taipei,,TRUE,M,1/20/1936,
1729,Manas Chiaravanond,,1700,Diversified,diversified,Thailand,,Bangkok,,FALSE,M,,
1729,Phongthep Chiaravanont,70,1700,Diversified,diversified,Thailand,,Bangkok,,FALSE,M,01/01/1952,
1729,Ivan Chrenko,54,1700,Real Estate,real estate,Slovakia,,Bratislava,,TRUE,M,6/27/1967,
1729,Sol Daurella,56,1700,Food & Beverage,Coca-Cola bottler,Spain,,Madrid,,FALSE,F,01/01/1966,
1729,Dulce Pugliese de Godoy Bueno,74,1700,Healthcare,hospitals- health care,Brazil,,Sao Paulo,,TRUE,F,12/12/1947,
1729,Norbert Dentressangle,67,1700,Logistics,transport- logistics,France,,Lyon,,TRUE,M,07/09/1954,
1729,Oleg Deripaska,54,1700,Metals & Mining,aluminum- utilities,Russia,,Moscow,,TRUE,M,01/02/1968,
1729,Dong Jinggui,52,1700,Automotive,electric scooters,China,,Wuxi,,TRUE,M,,
1729,Keith Dunleavy & family,52,1700,Healthcare,health IT,United States,Maryland,Annapolis,,TRUE,M,6/25/1969,
1729,Donald Foss,77,1700,Automotive,auto loans,United States,Michigan,Farmington Hills,,TRUE,M,6/18/1944,
1729,Rolf Gerling,67,1700,Finance & Investments,insurance,Switzerland,,Zurich,,FALSE,M,12/15/1954,
1729,G. Gnanalingam,77,1700,Logistics,ports,Malaysia,,Kuala Lumpur,,TRUE,M,09/10/1944,
1729,He Zhaoxi,48,1700,Technology,software,China,,Shenzhen,,TRUE,M,01/01/1974,
1729,William Heinecke,72,1700,Real Estate,hotels,Thailand,,Bangkok,,TRUE,M,06/04/1949,
1729,Huh Jae-myung,50,1700,Manufacturing,electric components,South Korea,,Seoul,,FALSE,M,05/01/1971,
